 frequency       s11_db          s22_db          s12_db          s21_db          s11_deg         s22_deg         s12_deg         s21_deg        
 1.31120000e+11 -7.18579193e-01 -7.07351886e-01 -4.03349227e+01 -4.03349227e+01 -1.76452620e+02 -1.81482298e+02 -1.12615841e+02 -1.12615841e+02 
 1.31200000e+11 -7.21083488e-01 -7.09733833e-01 -4.02522047e+01 -4.02522046e+01 -1.76564793e+02 -1.81597682e+02 -1.12843287e+02 -1.12843287e+02 
 1.31280000e+11 -7.23609973e-01 -7.12137315e-01 -4.01691199e+01 -4.01691198e+01 -1.76677272e+02 -1.81713370e+02 -1.13071470e+02 -1.13071470e+02 
 1.31360000e+11 -7.26158974e-01 -7.14562651e-01 -4.00856664e+01 -4.00856664e+01 -1.76790063e+02 -1.81829365e+02 -1.13300404e+02 -1.13300404e+02 
 1.31440000e+11 -7.28730822e-01 -7.17010166e-01 -4.00018424e+01 -4.00018424e+01 -1.76903167e+02 -1.81945670e+02 -1.13530099e+02 -1.13530099e+02 
 1.31520000e+11 -7.31325858e-01 -7.19480190e-01 -3.99176460e+01 -3.99176460e+01 -1.77016587e+02 -1.82062288e+02 -1.13760569e+02 -1.13760569e+02 
 1.31600000e+11 -7.33944428e-01 -7.21973063e-01 -3.98330753e+01 -3.98330752e+01 -1.77130327e+02 -1.82179221e+02 -1.13991826e+02 -1.13991826e+02 
 1.31680000e+11 -7.36586883e-01 -7.24489130e-01 -3.97481282e+01 -3.97481281e+01 -1.77244390e+02 -1.82296473e+02 -1.14223883e+02 -1.14223883e+02 
 1.31760000e+11 -7.39253586e-01 -7.27028743e-01 -3.96628028e+01 -3.96628028e+01 -1.77358778e+02 -1.82414046e+02 -1.14456754e+02 -1.14456754e+02 
 1.31840000e+11 -7.41944904e-01 -7.29592263e-01 -3.95770972e+01 -3.95770971e+01 -1.77473495e+02 -1.82531945e+02 -1.14690451e+02 -1.14690451e+02 
 1.31920000e+11 -7.44661213e-01 -7.32180056e-01 -3.94910093e+01 -3.94910092e+01 -1.77588544e+02 -1.82650171e+02 -1.14924987e+02 -1.14924988e+02 
